2.467768999999999778e+03,-9.861000000000000654e+00,-8.000000000000000444e-01,3.497209999999999902e-02,3.408339999999999981e-02,8.886690000000000257e-04
2.468231999999999971e+03,-9.397999999999999687e+00,-7.199999999999999734e-01,4.244799999999999962e-02,4.203019999999999673e-02,4.177440000000000038e-04
2.468646999999999935e+03,-8.983000000000000540e+00,-6.400000000000000133e-01,5.247990000000000294e-02,5.307710000000000206e-02,-5.971880000000000157e-04
2.469012999999999920e+03,-8.617000000000000881e+00,-5.600000000000000533e-01,6.639390000000000569e-02,6.900390000000000690e-02,-2.609989999999999966e-03
2.469329999999999927e+03,-8.300000000000000711e+00,-4.799999999999999822e-01,8.648400000000000531e-02,9.295200000000000684e-02,-6.467999999999999791e-03
2.469597999999999956e+03,-8.032000000000000028e+00,-4.000000000000000222e-01,1.168239999999999973e-01,1.305739999999999956e-01,-1.375009999999999948e-02
2.469817000000000007e+03,-7.812999999999999723e+00,-3.200000000000000067e-01,1.642059999999999909e-01,1.913739999999999886e-01,-2.716810000000000058e-02
2.469987999999999829e+03,-7.642000000000000348e+00,-2.399999999999999911e-01,2.356310000000000071e-01,2.854369999999999963e-01,-4.980640000000000067e-02
2.470007999999999811e+03,-7.623000000000000220e+00,-2.290000000000000091e-01,2.470910000000000051e-01,3.007090000000000041e-01,-5.361760000000000137e-02
2.470108000000000175e+03,-7.522999999999999687e+00,-1.620000000000000051e-01,3.199060000000000237e-01,3.987410000000000121e-01,-7.883450000000000180e-02
2.470208000000000084e+03,-7.423000000000000043e+00,0.000000000000000000e+00,4.117129999999999956e-01,5.248840000000000172e-01,-1.131709999999999938e-01
2.470307999999999993e+03,-7.323000000000000398e+00,1.620000000000000051e-01,5.046929999999999472e-01,6.507819999999999716e-01,-1.460879999999999956e-01
2.470407999999999902e+03,-7.222999999999999865e+00,2.290000000000000091e-01,5.828590000000000160e-01,7.482750000000000234e-01,-1.654160000000000075e-01
2.470507999999999811e+03,-7.123000000000000220e+00,2.810000000000000275e-01,6.439589999999999481e-01,8.148699999999999832e-01,-1.709110000000000074e-01
2.470608000000000175e+03,-7.022999999999999687e+00,3.240000000000000102e-01,6.904240000000000377e-01,8.597040000000000237e-01,-1.692790000000000128e-01
2.470701000000000022e+03,-6.929000000000000270e+00,3.599999999999999867e-01,7.253230000000000510e-01,8.889799999999999924e-01,-1.636569999999999969e-01
2.470817000000000007e+03,-6.812999999999999723e+00,4.000000000000000222e-01,7.632139999999999480e-01,9.145539999999999781e-01,-1.513390000000000013e-01
2.470945000000000164e+03,-6.684999999999999609e+00,4.400000000000000022e-01,7.978819999999999801e-01,9.341540000000000399e-01,-1.362710000000000032e-01
2.471085000000000036e+03,-6.544999999999999929e+00,4.799999999999999822e-01,8.268459999999999699e-01,9.492739999999999512e-01,-1.224279999999999952e-01
2.471237999999999829e+03,-6.392000000000000348e+00,5.200000000000000178e-01,8.580179999999999474e-01,9.608719999999999484e-01,-1.028540000000000010e-01
2.471402000000000044e+03,-6.227999999999999758e+00,5.600000000000000533e-01,8.835640000000000160e-01,9.698029999999999706e-01,-8.623920000000000197e-02
2.471579000000000178e+03,-6.051000000000000156e+00,5.999999999999999778e-01,9.146659999999999791e-01,9.767179999999999751e-01,-6.205159999999999842e-02
2.471768000000000029e+03,-5.862000000000000099e+00,6.400000000000000133e-01,9.925620000000000553e-01,9.820640000000000480e-01,1.049779999999999984e-02
2.471969000000000051e+03,-5.660999999999999588e+00,6.800000000000000488e-01,1.072610000000000063e+00,9.861250000000000293e-01,8.648469999999999769e-02
2.472182999999999993e+03,-5.447000000000000064e+00,7.199999999999999734e-01,1.127909999999999968e+00,9.892609999999999459e-01,1.386479999999999935e-01
2.472407999999999902e+03,-5.222000000000000419e+00,7.600000000000000089e-01,1.269980000000000109e+00,9.916679999999999939e-01,2.783140000000000058e-01
2.472646000000000186e+03,-4.983999999999999986e+00,8.000000000000000444e-01,1.499870000000000037e+00,9.934990000000000210e-01,5.063680000000000403e-01
2.472896000000000186e+03,-4.733999999999999986e+00,8.399999999999999689e-01,1.492590000000000083e+00,9.948240000000000416e-01,4.977659999999999862e-01
2.473157999999999902e+03,-4.472000000000000419e+00,8.800000000000000044e-01,1.310240000000000071e+00,9.958390000000000297e-01,3.144000000000000128e-01
2.473431999999999789e+03,-4.198000000000000398e+00,9.200000000000000400e-01,1.222650000000000015e+00,9.966249999999999831e-01,2.260220000000000007e-01
2.473719000000000051e+03,-3.911000000000000032e+00,9.599999999999999645e-01,1.197179999999999911e+00,9.971389999999999976e-01,2.000419999999999976e-01
2.474018000000000029e+03,-3.612999999999999989e+00,1.000000000000000000e+00,1.167059999999999986e+00,9.975870000000000015e-01,1.694779999999999898e-01
2.474327999999999975e+03,-3.302000000000000046e+00,1.040000000000000036e+00,1.107609999999999983e+00,9.979149999999999965e-01,1.096950000000000008e-01
2.474652000000000044e+03,-2.979000000000000092e+00,1.080000000000000071e+00,1.078659999999999952e+00,9.982569999999999499e-01,8.040609999999999424e-02
2.474987000000000080e+03,-2.642999999999999794e+00,1.120000000000000107e+00,1.163319999999999910e+00,9.985389999999999544e-01,1.647800000000000098e-01
2.475333999999999833e+03,-2.295999999999999819e+00,1.159999999999999920e+00,1.286990000000000078e+00,9.988420000000000076e-01,2.881500000000000172e-01
2.475693999999999960e+03,-1.935999999999999943e+00,1.199999999999999956e+00,1.409810000000000008e+00,9.992349999999999843e-01,4.105750000000000233e-01
2.476065999999999804e+03,-1.564000000000000057e+00,1.239999999999999991e+00,1.538140000000000063e+00,9.996329999999999938e-01,5.385020000000000362e-01
2.476449999999999818e+03,-1.179999999999999938e+00,1.280000000000000027e+00,1.734760000000000080e+00,1.000159999999999938e+00,7.346000000000000307e-01
