2.467547999999999774e+03,-9.778999999999999915e+00,-8.000000000000000444e-01,3.654040000000000066e-02,3.655030000000000084e-02,-9.877229999999999620e-06
2.468010999999999967e+03,-9.316000000000000725e+00,-7.199999999999999734e-01,4.355540000000000106e-02,4.521340000000000081e-02,-1.658079999999999927e-03
2.468425000000000182e+03,-8.900999999999999801e+00,-6.400000000000000133e-01,5.239200000000000107e-02,5.729069999999999996e-02,-4.898729999999999578e-03
2.468791000000000167e+03,-8.535999999999999588e+00,-5.600000000000000533e-01,6.373760000000000536e-02,7.475189999999999613e-02,-1.101429999999999944e-02
2.469108000000000175e+03,-8.218999999999999417e+00,-4.799999999999999822e-01,7.874480000000000368e-02,1.010770000000000002e-01,-2.233260000000000106e-02
2.469376000000000204e+03,-7.950000000000000178e+00,-4.000000000000000222e-01,9.948659999999999448e-02,1.425359999999999960e-01,-4.304890000000000105e-02
2.469596000000000004e+03,-7.730999999999999872e+00,-3.200000000000000067e-01,1.295600000000000085e-01,2.096760000000000013e-01,-8.011540000000000328e-02
2.469766999999999825e+03,-7.559999999999999609e+00,-2.399999999999999911e-01,1.729120000000000101e-01,3.137059999999999849e-01,-1.407940000000000025e-01
2.469786000000000058e+03,-7.541000000000000369e+00,-2.290000000000000091e-01,1.797980000000000134e-01,3.306040000000000090e-01,-1.508059999999999956e-01
2.469885999999999967e+03,-7.440999999999999837e+00,-1.620000000000000051e-01,2.236839999999999939e-01,4.390990000000000171e-01,-2.154149999999999954e-01
2.469985999999999876e+03,-7.341000000000000192e+00,0.000000000000000000e+00,2.800940000000000096e-01,5.786780000000000257e-01,-2.985840000000000161e-01
2.470085999999999785e+03,-7.240999999999999659e+00,1.620000000000000051e-01,3.291419999999999901e-01,7.177750000000000519e-01,-3.886339999999999795e-01
2.470186000000000149e+03,-7.141000000000000014e+00,2.290000000000000091e-01,3.527719999999999745e-01,8.250699999999999701e-01,-4.722979999999999956e-01
2.470286000000000058e+03,-7.041000000000000369e+00,2.810000000000000275e-01,3.525639999999999885e-01,8.979730000000000212e-01,-5.454090000000000327e-01
2.470385999999999967e+03,-6.940999999999999837e+00,3.240000000000000102e-01,3.462330000000000130e-01,9.465299999999999825e-01,-6.002969999999999695e-01
2.470480000000000018e+03,-6.847000000000000419e+00,3.599999999999999867e-01,3.493450000000000166e-01,9.778689999999999882e-01,-6.285239999999999716e-01
