2.465000000000000000e+03,0.000000000000000000e+00
2.465555555555555657e+03,0.000000000000000000e+00
2.466111111111111313e+03,0.000000000000000000e+00
2.466666666666666515e+03,0.000000000000000000e+00
2.467222222222222172e+03,4.919365756704901366e-02
2.467777777777777828e+03,6.727823727989570846e-02
2.468333333333333485e+03,1.049442876971580368e-01
2.468888888888888687e+03,2.251214964262371054e-01
2.469444444444444343e+03,8.145841555553788860e-01
2.470000000000000000e+03,1.048582578124999998e+00
2.470555555555555657e+03,1.200603088512338656e+00
2.471111111111111313e+03,1.391654070612677208e+00
2.471666666666666515e+03,1.377546666666665365e+00
2.472222222222222172e+03,1.454738040712436176e+00
2.472777777777777828e+03,1.508750673635332218e+00
2.473333333333333485e+03,1.595292733118984785e+00
2.473888888888888687e+03,1.519814271973480624e+00
2.474444444444444343e+03,1.392474320987687753e+00
2.475000000000000000e+03,1.330081935483876654e+00
2.475555555555555657e+03,1.335694781144781240e+00
2.476111111111111313e+03,1.313663767997785614e+00
2.476666666666666515e+03,1.220979246031770327e+00
2.477222222222222172e+03,1.123327066167297827e+00
2.477777777777777828e+03,1.042036134208613518e+00
2.478333333333333485e+03,9.726424198581287150e-01
2.478888888888888687e+03,9.125515068145259034e-01
2.479444444444444343e+03,8.606798538011932731e-01
2.480000000000000000e+03,8.219186343873551293e-01
2.480555555555555657e+03,7.990033721174000236e-01
2.481111111111111313e+03,7.948213292408521369e-01
2.481666666666666515e+03,8.095955591591551537e-01
2.482222222222222172e+03,8.401188250049119732e-01
2.482777777777777828e+03,8.813858046440438132e-01
2.483333333333333485e+03,9.277234579808383286e-01
2.483888888888888687e+03,9.702605890204881733e-01
2.484444444444444343e+03,1.001902336644580727e+00
2.485000000000000000e+03,1.022499951219513870e+00
2.485555555555555657e+03,1.033756247346073520e+00
2.486111111111111313e+03,1.038529236111112031e+00
2.486666666666666515e+03,1.040027779479326009e+00
2.487222222222222172e+03,1.040488935742971854e+00
2.487777777777777828e+03,1.040512670277367047e+00
2.488333333333333485e+03,1.038009798128999961e+00
2.488888888888888687e+03,1.033212553294576841e+00
2.489444444444444343e+03,1.028680518307182545e+00
2.490000000000000000e+03,1.024590952380953768e+00
2.490555555555555657e+03,1.020783497318007882e+00
2.491111111111111313e+03,1.017204953256704014e+00
2.491666666666666515e+03,1.014295930442638216e+00
2.492222222222222172e+03,1.012039579259259137e+00
2.492777777777777828e+03,1.010399744823563317e+00
2.493333333333333485e+03,1.009298840769903505e+00
2.493888888888888687e+03,1.008096913580247334e+00
2.494444444444444343e+03,1.006684650834040351e+00
2.495000000000000000e+03,1.004960025445292615e+00
2.495555555555555657e+03,1.002965437352245415e+00
2.496111111111111313e+03,1.001029655418380626e+00
2.496666666666666515e+03,9.992080554880519161e-01
2.497222222222222172e+03,9.981819990549477550e-01
2.497777777777777828e+03,9.978603600478469504e-01
2.498333333333333485e+03,9.981373317591503147e-01
2.498888888888888687e+03,9.993809366391183113e-01
2.499444444444444343e+03,1.001011075410684237e+00
2.500000000000000000e+03,1.002969424912688590e+00
2.500555555555555657e+03,1.005077429918450616e+00
2.501111111111111313e+03,1.007032521367521971e+00
2.501666666666666515e+03,1.008779630467571131e+00
2.502222222222222172e+03,1.009685217013888581e+00
2.502777777777777828e+03,1.010112612579539881e+00
2.503333333333333485e+03,1.009445701174742860e+00
2.503888888888888687e+03,1.007843090843287159e+00
2.504444444444444343e+03,1.005581056822294705e+00
2.505000000000000000e+03,1.002020372990353181e+00
2.505555555555555657e+03,9.981689541446194802e-01
2.506111111111111313e+03,9.937421463844784419e-01
2.506666666666666515e+03,9.893330452803916764e-01
2.507222222222222172e+03,9.849385253686289143e-01
2.507777777777777828e+03,9.811372073156744422e-01
2.508333333333333485e+03,9.775455164797820506e-01
2.508888888888888687e+03,9.749047870653532177e-01
2.509444444444444343e+03,9.725928470824947158e-01
2.510000000000000000e+03,9.709932494969815142e-01
2.510555555555555657e+03,9.698730682571236050e-01
2.511111111111111313e+03,9.691838701126568312e-01
2.511666666666666515e+03,9.690036254092992962e-01
2.512222222222222172e+03,9.690254547042130850e-01
2.512777777777777828e+03,9.696140744336571027e-01
2.513333333333333485e+03,9.702965761356369123e-01
2.513888888888888687e+03,9.716086895926632216e-01
2.514444444444444343e+03,9.730231174302262920e-01
2.515000000000000000e+03,9.750004739336488591e-01
2.515555555555555657e+03,9.771387937102983257e-01
2.516111111111111313e+03,9.797478742059771983e-01
2.516666666666666515e+03,9.825329240037052880e-01
2.517222222222222172e+03,9.856685434043863658e-01
2.517777777777777828e+03,9.889682987065900877e-01
2.518333333333333485e+03,9.925226321417677244e-01
2.518888888888888687e+03,9.961499123602292061e-01
2.519444444444444343e+03,9.998746025989725394e-01
2.520000000000000000e+03,1.003572365591398396e+00
